Experiment#,Subject#,phase#,block#,pair type#,accuracy#
Experiment 2 Delay After Phase 1,3013,3,5,unique,1
Experiment 2 Delay After Phase 1,3016,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3016,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3016,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3016,1,2,unique,1
Experiment 2 Delay After Phase 1,3016,1,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3016,1,3,unique,1
Experiment 2 Delay After Phase 1,3016,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3016,1,4,unique,1
Experiment 2 Delay After Phase 1,3016,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3016,1,5,unique,1
Experiment 2 Delay After Phase 1,3016,2,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3016,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3016,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3016,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3016,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3016,2,3,unique,0.75
Experiment 2 Delay After Phase 1,3016,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3016,2,4,unique,0.75
Experiment 2 Delay After Phase 1,3016,2,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3016,2,5,unique,1
Experiment 2 Delay After Phase 1,3016,3,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3016,3,1,unique,1
Experiment 2 Delay After Phase 1,3016,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3016,3,2,unique,1
Experiment 2 Delay After Phase 1,3016,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3016,3,3,unique,1
Experiment 2 Delay After Phase 1,3016,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3016,3,4,unique,1
Experiment 2 Delay After Phase 1,3016,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3016,3,5,unique,1
Experiment 2 Delay After Phase 1,3017,1,1,overlapping,1
Experiment 2 Delay After Phase 1,3017,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3017,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3017,1,2,unique,1
Experiment 2 Delay After Phase 1,3017,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3017,1,3,unique,1
Experiment 2 Delay After Phase 1,3017,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3017,1,4,unique,1
Experiment 2 Delay After Phase 1,3017,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3017,1,5,unique,1
Experiment 2 Delay After Phase 1,3017,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3017,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3017,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3017,2,2,unique,1
Experiment 2 Delay After Phase 1,3017,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3017,2,3,unique,1
Experiment 2 Delay After Phase 1,3017,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3017,2,4,unique,1
Experiment 2 Delay After Phase 1,3017,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3017,2,5,unique,1
Experiment 2 Delay After Phase 1,3017,3,1,overlapping,1
Experiment 2 Delay After Phase 1,3017,3,1,unique,1
Experiment 2 Delay After Phase 1,3017,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3017,3,2,unique,0.75
Experiment 2 Delay After Phase 1,3017,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3017,3,3,unique,1
Experiment 2 Delay After Phase 1,3017,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3017,3,4,unique,1
Experiment 2 Delay After Phase 1,3017,3,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3017,3,5,unique,1
Experiment 2 Delay After Phase 1,3018,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3018,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3018,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3018,1,2,unique,1
Experiment 2 Delay After Phase 1,3018,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3018,1,3,unique,1
Experiment 2 Delay After Phase 1,3018,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3018,1,4,unique,1
Experiment 2 Delay After Phase 1,3018,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3018,1,5,unique,1
Experiment 2 Delay After Phase 1,3018,2,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3018,2,1,unique,0.25
Experiment 2 Delay After Phase 1,3018,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3018,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3018,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3018,2,3,unique,1
Experiment 2 Delay After Phase 1,3018,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3018,2,4,unique,1
Experiment 2 Delay After Phase 1,3018,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3018,2,5,unique,1
Experiment 2 Delay After Phase 1,3018,3,1,overlapping,1
Experiment 2 Delay After Phase 1,3018,3,1,unique,1
Experiment 2 Delay After Phase 1,3018,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3018,3,2,unique,1
Experiment 2 Delay After Phase 1,3018,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3018,3,3,unique,1
Experiment 2 Delay After Phase 1,3018,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3018,3,4,unique,1
Experiment 2 Delay After Phase 1,3018,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3018,3,5,unique,1
Experiment 2 Delay After Phase 1,3019,1,1,overlapping,1
Experiment 2 Delay After Phase 1,3019,1,1,unique,1
Experiment 2 Delay After Phase 1,3019,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3019,1,2,unique,1
Experiment 2 Delay After Phase 1,3019,1,3,overlapping,0.5
Experiment 2 Delay After Phase 1,3019,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3019,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3019,1,4,unique,1
Experiment 2 Delay After Phase 1,3019,1,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3019,1,5,unique,0.75
Experiment 2 Delay After Phase 1,3019,2,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3019,2,1,unique,0.5
Experiment 2 Delay After Phase 1,3019,2,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3019,2,2,unique,1
Experiment 2 Delay After Phase 1,3019,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3019,2,3,unique,1
Experiment 2 Delay After Phase 1,3019,2,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3019,2,4,unique,1
Experiment 2 Delay After Phase 1,3019,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3019,2,5,unique,1
Experiment 2 Delay After Phase 1,3019,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3019,3,1,unique,1
Experiment 2 Delay After Phase 1,3019,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3019,3,2,unique,1
Experiment 2 Delay After Phase 1,3019,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3019,3,3,unique,1
Experiment 2 Delay After Phase 1,3019,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3019,3,4,unique,0.75
Experiment 2 Delay After Phase 1,3019,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3019,3,5,unique,1
Experiment 2 Delay After Phase 1,3021,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3021,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3021,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3021,1,2,unique,0.5
Experiment 2 Delay After Phase 1,3021,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3021,1,3,unique,1
Experiment 2 Delay After Phase 1,3021,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3021,1,4,unique,1
Experiment 2 Delay After Phase 1,3021,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3021,1,5,unique,0.75
Experiment 2 Delay After Phase 1,3021,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3021,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3021,2,2,overlapping,0.5
Experiment 2 Delay After Phase 1,3021,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3021,2,3,overlapping,0.5
Experiment 2 Delay After Phase 1,3021,2,3,unique,0.75
Experiment 2 Delay After Phase 1,3021,2,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3021,2,4,unique,1
Experiment 2 Delay After Phase 1,3021,2,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3021,2,5,unique,1
Experiment 2 Delay After Phase 1,3021,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3021,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3021,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3021,3,2,unique,0.75
Experiment 2 Delay After Phase 1,3021,3,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3021,3,3,unique,1
Experiment 2 Delay After Phase 1,3021,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3021,3,4,unique,0.75
Experiment 2 Delay After Phase 1,3021,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3021,3,5,unique,1
Experiment 2 Delay After Phase 1,3022,1,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3022,1,1,unique,0.25
Experiment 2 Delay After Phase 1,3022,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3022,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3022,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3022,1,3,unique,0.5
Experiment 2 Delay After Phase 1,3022,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3022,1,4,unique,0.75
Experiment 2 Delay After Phase 1,3022,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3022,1,5,unique,1
Experiment 2 Delay After Phase 1,3022,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3022,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3022,2,2,overlapping,0.5
Experiment 2 Delay After Phase 1,3022,2,2,unique,1
Experiment 2 Delay After Phase 1,3022,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3022,2,3,unique,1
Experiment 2 Delay After Phase 1,3022,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3022,2,4,unique,1
Experiment 2 Delay After Phase 1,3022,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3022,2,5,unique,0.75
Experiment 2 Delay After Phase 1,3022,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3022,3,1,unique,0.5
Experiment 2 Delay After Phase 1,3022,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3022,3,2,unique,1
Experiment 2 Delay After Phase 1,3022,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3022,3,3,unique,1
Experiment 2 Delay After Phase 1,3022,3,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3022,3,4,unique,1
Experiment 2 Delay After Phase 1,3022,3,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3022,3,5,unique,1
Experiment 2 Delay After Phase 1,3024,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3024,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3024,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3024,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3024,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3024,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3024,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3024,1,4,unique,1
Experiment 2 Delay After Phase 1,3024,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3024,1,5,unique,0.5
Experiment 2 Delay After Phase 1,3024,2,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3024,2,1,unique,0.5
Experiment 2 Delay After Phase 1,3024,2,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3024,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3024,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3024,2,3,unique,0.5
Experiment 2 Delay After Phase 1,3024,2,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3024,2,4,unique,1
Experiment 2 Delay After Phase 1,3024,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3024,2,5,unique,1
Experiment 2 Delay After Phase 1,3024,3,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3024,3,1,unique,0.5
Experiment 2 Delay After Phase 1,3024,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3024,3,2,unique,1
Experiment 2 Delay After Phase 1,3024,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3024,3,3,unique,1
Experiment 2 Delay After Phase 1,3024,3,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3024,3,4,unique,0.75
Experiment 2 Delay After Phase 1,3024,3,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3024,3,5,unique,0.75
Experiment 2 Delay After Phase 1,3025,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3025,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3025,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3025,1,2,unique,0.25
Experiment 2 Delay After Phase 1,3025,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3025,1,3,unique,0.5
Experiment 2 Delay After Phase 1,3025,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3025,1,4,unique,0.75
Experiment 2 Delay After Phase 1,3025,1,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3025,1,5,unique,1
Experiment 2 Delay After Phase 1,3025,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3025,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3025,2,2,overlapping,0.5
Experiment 2 Delay After Phase 1,3025,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3025,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3025,2,3,unique,1
Experiment 2 Delay After Phase 1,3025,2,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3025,2,4,unique,0.5
Experiment 2 Delay After Phase 1,3025,2,5,overlapping,0.5
Experiment 2 Delay After Phase 1,3025,2,5,unique,1
Experiment 2 Delay After Phase 1,3025,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3025,3,1,unique,0.5
Experiment 2 Delay After Phase 1,3025,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3025,3,2,unique,0.25
Experiment 2 Delay After Phase 1,3025,3,3,overlapping,0.5
Experiment 2 Delay After Phase 1,3025,3,3,unique,1
Experiment 2 Delay After Phase 1,3025,3,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3025,3,4,unique,0.75
Experiment 2 Delay After Phase 1,3025,3,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3025,3,5,unique,1
Experiment 2 Delay After Phase 1,3026,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3026,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3026,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3026,1,2,unique,1
Experiment 2 Delay After Phase 1,3026,1,3,overlapping,0.5
Experiment 2 Delay After Phase 1,3026,1,3,unique,1
Experiment 2 Delay After Phase 1,3026,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3026,1,4,unique,1
Experiment 2 Delay After Phase 1,3026,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3026,1,5,unique,1
Experiment 2 Delay After Phase 1,3026,2,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3026,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3026,2,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3026,2,2,unique,1
Experiment 2 Delay After Phase 1,3026,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3026,2,3,unique,1
Experiment 2 Delay After Phase 1,3026,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3026,2,4,unique,1
Experiment 2 Delay After Phase 1,3026,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3026,2,5,unique,1
Experiment 2 Delay After Phase 1,3026,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3026,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3026,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3026,3,2,unique,1
Experiment 2 Delay After Phase 1,3026,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3026,3,3,unique,1
Experiment 2 Delay After Phase 1,3026,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3026,3,4,unique,1
Experiment 2 Delay After Phase 1,3026,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3026,3,5,unique,1
Experiment 2 Delay After Phase 1,3028,1,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3028,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3028,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3028,1,2,unique,1
Experiment 2 Delay After Phase 1,3028,1,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3028,1,3,unique,1
Experiment 2 Delay After Phase 1,3028,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3028,1,4,unique,0.75
Experiment 2 Delay After Phase 1,3028,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3028,1,5,unique,1
Experiment 2 Delay After Phase 1,3028,2,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3028,2,1,unique,1
Experiment 2 Delay After Phase 1,3028,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3028,2,2,unique,1
Experiment 2 Delay After Phase 1,3028,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3028,2,3,unique,1
Experiment 2 Delay After Phase 1,3028,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3028,2,4,unique,1
Experiment 2 Delay After Phase 1,3028,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3028,2,5,unique,0.75
Experiment 2 Delay After Phase 1,3028,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3028,3,1,unique,0.5
Experiment 2 Delay After Phase 1,3028,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3028,3,2,unique,0.75
Experiment 2 Delay After Phase 1,3028,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3028,3,3,unique,1
Experiment 2 Delay After Phase 1,3028,3,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3028,3,4,unique,1
Experiment 2 Delay After Phase 1,3028,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3028,3,5,unique,1
Experiment 2 Delay After Phase 1,3029,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3029,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3029,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3029,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3029,1,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3029,1,3,unique,1
Experiment 2 Delay After Phase 1,3029,1,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,1,4,unique,1
Experiment 2 Delay After Phase 1,3029,1,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3029,1,5,unique,1
Experiment 2 Delay After Phase 1,3029,2,1,overlapping,1
Experiment 2 Delay After Phase 1,3029,2,1,unique,1
Experiment 2 Delay After Phase 1,3029,2,2,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3029,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3029,2,3,unique,0.75
Experiment 2 Delay After Phase 1,3029,2,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,2,4,unique,0.75
Experiment 2 Delay After Phase 1,3029,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3029,2,5,unique,0.5
Experiment 2 Delay After Phase 1,3029,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,3,1,unique,0.5
Experiment 2 Delay After Phase 1,3029,3,2,overlapping,0.25
Experiment 2 Delay After Phase 1,3029,3,2,unique,0.75
Experiment 2 Delay After Phase 1,3029,3,3,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,3,3,unique,1
Experiment 2 Delay After Phase 1,3029,3,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,3,4,unique,1
Experiment 2 Delay After Phase 1,3029,3,5,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,3,5,unique,1
Experiment 2 Delay After Phase 1,3030,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3030,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3030,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3030,1,2,unique,1
Experiment 2 Delay After Phase 1,3030,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3030,1,3,unique,1
Experiment 2 Delay After Phase 1,3030,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3030,1,4,unique,1
Experiment 2 Delay After Phase 1,3030,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3030,1,5,unique,0.75
Experiment 2 Delay After Phase 1,3030,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3030,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3030,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3030,2,2,unique,1
Experiment 2 Delay After Phase 1,3030,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3030,2,3,unique,1
Experiment 2 Delay After Phase 1,3030,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3030,2,4,unique,1
Experiment 2 Delay After Phase 1,3030,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3030,2,5,unique,1
Experiment 2 Delay After Phase 1,3030,3,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3030,3,1,unique,1
Experiment 2 Delay After Phase 1,3030,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3030,3,2,unique,1
Experiment 2 Delay After Phase 1,3030,3,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3030,3,3,unique,1
Experiment 2 Delay After Phase 1,3030,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3030,3,4,unique,0.75
Experiment 2 Delay After Phase 1,3030,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3030,3,5,unique,1
Experiment 2 Delay After Phase 1,3031,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3031,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3031,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3031,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3031,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3031,1,3,unique,1
Experiment 2 Delay After Phase 1,3031,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3031,1,4,unique,1
Experiment 2 Delay After Phase 1,3031,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3031,1,5,unique,0.75
Experiment 2 Delay After Phase 1,3031,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3031,2,1,unique,1
Experiment 2 Delay After Phase 1,3031,2,2,overlapping,0.25
Experiment 2 Delay After Phase 1,3031,2,2,unique,1
Experiment 2 Delay After Phase 1,3031,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3031,2,3,unique,1
Experiment 2 Delay After Phase 1,3031,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3031,2,4,unique,1
Experiment 2 Delay After Phase 1,3031,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3031,2,5,unique,1
Experiment 2 Delay After Phase 1,3031,3,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3031,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3031,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3031,3,2,unique,1
Experiment 2 Delay After Phase 1,3031,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3031,3,3,unique,0.75
Experiment 2 Delay After Phase 1,3031,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3031,3,4,unique,1
Experiment 2 Delay After Phase 1,3031,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3031,3,5,unique,1
Experiment 2 Delay After Phase 1,3032,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3032,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3032,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3032,1,2,unique,0.5
Experiment 2 Delay After Phase 1,3032,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3032,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3032,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3032,1,4,unique,1
Experiment 2 Delay After Phase 1,3032,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3032,1,5,unique,1
Experiment 2 Delay After Phase 1,3032,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3032,2,1,unique,0.5
Experiment 2 Delay After Phase 1,3032,2,2,overlapping,0.25
Experiment 2 Delay After Phase 1,3032,2,2,unique,1
Experiment 2 Delay After Phase 1,3032,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3032,2,3,unique,1
Experiment 2 Delay After Phase 1,3032,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3032,2,4,unique,1
Experiment 2 Delay After Phase 1,3032,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3032,2,5,unique,1
Experiment 2 Delay After Phase 1,3032,3,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3032,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3032,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3032,3,2,unique,1
Experiment 2 Delay After Phase 1,3032,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3032,3,3,unique,1
Experiment 2 Delay After Phase 1,3032,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3032,3,4,unique,1
Experiment 2 Delay After Phase 1,3032,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3032,3,5,unique,1
Experiment 2 Delay After Phase 1,3034,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,1,unique,0
Experiment 2 Delay After Phase 1,3034,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3034,1,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3034,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,4,unique,1
Experiment 2 Delay After Phase 1,3034,1,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,5,unique,1
Experiment 2 Delay After Phase 1,3034,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3034,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3034,2,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3034,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3034,2,3,unique,1
Experiment 2 Delay After Phase 1,3034,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3034,2,4,unique,1
Experiment 2 Delay After Phase 1,3034,2,5,overlapping,0.5
Experiment 2 Delay After Phase 1,3034,2,5,unique,1
Experiment 2 Delay After Phase 1,3034,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3034,3,1,unique,0.5
Experiment 2 Delay After Phase 1,3034,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,3,2,unique,1
Experiment 2 Delay After Phase 1,3034,3,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,3,3,unique,1
Experiment 2 Delay After Phase 1,3034,3,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,3,4,unique,1
Experiment 2 Delay After Phase 1,3034,3,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,3,5,unique,1
Experiment 2 Delay After Phase 1,3036,1,1,overlapping,1
